CPU_Usage,Battery_Level,Network_Latency,Bandwidth_Availability,Data_Size,User_ID,Task_Complexity,Decision
6.141815298150009,30.40128877924962,211.29561958827057,9193.194326886738,986,19,medium,0
86.80592381178427,58.15693843019937,160.2978155102324,4329.024372699205,3767,14,high,1
52.50501194493141,16.775105254945085,364.215546015177,4185.637895776397,2363,9,high,1
80.73955081124683,90.76629483799432,39.870637088992545,5220.993391012264,2181,12,low,1
98.29681882562659,27.385758942733858,288.1327162553475,925.9065361294065,3333,13,low,0
90.35302437997002,5.148527511959935,257.0148241097505,7013.140562487835,3339,8,medium,1
4.967573072884473,80.3987664325341,253.43666457851836,1903.4375535370511,4894,3,medium,0
15.999487217099013,10.971416608913598,50.158317833277174,959.7906521633615,2248,15,low,0
10.765308278227534,1.218860585605018,284.08345822823816,9570.415443695772,735,19,high,0
40.83979058682609,33.39647747301167,501.0546708896081,7838.086553101839,4285,4,medium,0
44.34614031519518,12.013663107418006,158.0488411374112,7657.334825794129,104,2,low,0
90.94970609808439,16.713081876539363,203.75579756447075,8596.385075406746,3262,5,low,1
28.748733473117245,84.88398646667378,300.92351038356975,1208.3381740643606,4219,2,low,0
79.40415359818999,89.12320138141682,236.40746182290906,5165.920977931605,3256,7,high,1
38.839605926589336,32.83737988504052,455.72999796203055,6871.139218385496,3005,11,low,0
70.1785794656393,52.29398421396165,411.4822149190417,0.0,1994,12,low,0
51.598246177792596,40.4024219601544,129.32893279888677,1998.504347629925,691,4,high,0
71.82058202438786,91.79863792137238,292.19514244012294,2535.483524439817,4889,3,low,1
50.39303167464071,35.79025180546221,204.99661011278184,2015.5514800705398,111,8,low,0
18.52357899533047,13.332219028931465,193.01892666249984,9424.786350091017,1273,18,medium,0
28.393083651591667,62.2503442632679,291.28547458984895,5872.55092752601,2587,5,low,0
23.47244781115556,72.29118289761624,351.13437977531686,1141.74779054885,542,16,high,0
68.66465475192082,30.655993089879114,222.5348332081543,52.571750624059746,1189,12,medium,0
91.58681305717695,44.38669901789742,419.4023735615289,3220.3746606705467,1305,9,low,1
71.41652722740544,27.508784097884945,300.0902242023274,6964.211293618823,2545,8,high,1
83.00472096635696,23.62361220021598,78.05056457013048,3251.0502768008255,3335,5,low,1
10.14538058524039,86.49824328153359,408.80188461304374,644.4044535745393,2305,19,medium,0
14.569023595784884,35.154568024681865,188.37388577503918,3797.2416170463143,1051,15,high,0
93.3831580705294,86.89701678979286,401.6219331198059,770.9199181005511,1175,11,medium,0
70.54336660733034,8.060298232699605,49.50536573619194,5072.448440067864,3931,13,high,1
60.72388345133033,89.5188475069671,61.08593040426666,7952.521385984214,4155,13,high,0
74.56144108769114,8.77192903285412,295.86821869519986,4304.9017197204,3594,17,low,1
83.03983425093827,92.8079771569403,363.916562451984,294.37801108638683,1196,16,high,0
97.0641191203495,21.489024392690744,94.08547008247544,4358.6095805527075,836,17,high,1
0.0,67.65433393476037,27.95809833263837,3755.075437169364,2101,19,low,0
14.830948553390574,82.0391586873443,89.48165495269149,8560.024931050615,308,14,high,0
52.90330261701276,89.8561436091241,402.35335000984725,6767.469853435871,3899,7,high,1
29.339475029494835,81.57153008374911,61.18576564649155,2658.7158674364473,4666,9,high,0
15.931107597514526,87.89132636645144,295.9686801955632,4339.441616628801,765,2,high,0
82.92800890263331,28.19505419760485,322.31379123360375,6993.960967518293,1693,19,low,1
64.34316986010734,57.64064810988141,167.04267027189516,5987.787259244973,173,6,low,0
14.815309481726285,97.41747112425998,3.9601050541997083,4416.430616342412,1823,1,medium,0
25.51835852192616,17.565116730385018,280.54852799915744,3141.4333835938705,971,7,high,0
94.21699104658742,40.66947974738539,170.83288292171218,5726.482643818448,2227,16,low,1
78.57774162951735,8.173409213588515,183.54293294931617,297.5411756306961,1553,2,high,0
58.700019944431,94.01942901604946,341.9302891206972,7594.017680265714,1902,4,low,0
30.96282392444106,87.61577152952248,472.87240074659275,4056.1999318053895,2174,14,medium,1
38.47957718672774,31.878118674296154,26.01558390469369,5628.253105604301,3304,11,high,0
41.873362253218644,85.47518358648139,423.18676134682175,7741.732361125875,2463,9,medium,0
73.68791640705042,34.247460517156945,313.6202273458333,3454.141140494566,4437,5,medium,1
4.082472143156087,79.99096342633797,425.1150715899531,8000.395860022681,206,3,medium,0
17.604272130535726,58.089590150630585,256.4392403736856,2496.6264815864038,1173,2,low,0
86.92304566945832,89.68519522002411,153.6643406717584,5649.400645785565,967,10,high,1
56.52976342022971,46.37292787239943,132.95993916073593,728.3318318829021,1752,10,low,0
85.16748543160097,58.34270801302293,236.25648504486927,7669.365076344486,1715,7,low,1
54.01597269140066,99.30061742956215,42.12112306833479,5716.068456837559,4283,15,high,0
30.436742220329542,21.698805127668184,142.52722390365687,3624.6498427391866,2161,5,high,1
23.36397044315427,29.307045724456685,240.86780323339082,1005.4311133179668,3764,8,high,0
93.44565861154956,48.63136112394481,384.63748138836354,6473.108860264796,2604,18,high,1
42.8156049850924,92.94465997243144,209.43740963175748,4839.95750035606,3074,6,low,1
100.0,40.89738055924278,182.56899300817284,2582.394094898202,4085,11,high,1
2.7277610261064558,9.867311336080805,456.03664183286287,3216.9803191611422,2886,8,high,0
12.390194041167568,35.03291413301699,291.9216939414196,2784.0432001417944,2447,4,high,0
96.60922618657277,56.90953372328002,243.48509327320397,4299.377022996926,2244,7,medium,1
51.230152798477754,86.15802734155726,105.70990646774227,1802.3316692535293,1605,2,high,0
1.635396753676253,56.33801272545167,193.31823004991452,5392.165844542256,3675,15,high,0
0.0,100.0,211.05600613827707,1737.1281245556584,2959,9,low,0
45.283608191822665,89.97433918103395,62.65710087532306,3020.3371716396355,4552,19,medium,0
19.6484433161851,74.16767301102949,404.60457363060584,1746.466508454108,393,19,low,0
68.16464493108434,75.56580549559541,430.76382350367214,8328.147905238297,4797,5,medium,0
43.40305611059155,66.53333294350138,172.52919614560406,1677.5724873497545,1594,19,low,0
38.03856521388242,80.86967901677718,106.87906975116861,8340.395228252764,4046,3,low,0
13.549336905532336,70.99228364795461,133.20045803401422,5647.092932525691,2868,12,high,0
90.80493673453545,74.00054895609154,344.3297872559844,9179.803351264381,88,7,high,1
17.944577456830377,82.23039638127277,406.67533951065144,374.1036975444304,4432,5,medium,0
52.857331531544794,78.73781523110826,331.81225978384475,6941.217873337131,4807,12,medium,0
85.14127701959828,43.11413493252607,453.96497379537607,3107.7538720536913,3473,4,medium,1
2.756870313602489,29.077028124963963,17.66884522622184,589.2040973309477,1078,19,high,1
20.277799426777143,29.16450540237333,25.564298856742926,9362.358388398316,285,13,low,0
18.21998853595136,68.20244505396077,505.83019742756176,0.0,1018,15,medium,0
40.34885923129704,39.71839415180545,175.38086973658727,1803.0310698717742,1280,10,high,0
28.089674312357847,10.879627775227274,302.5986827037819,2299.868674248953,288,1,high,0
31.72138781752699,71.01688013111408,209.44690254290188,5420.755308494195,1904,3,low,0
67.93711316797189,8.237851818240436,331.24238464954504,4602.688696466353,4974,18,low,0
72.42394575723618,60.233786585213295,170.35120410011862,4147.033785446048,101,16,high,1
38.772754428758006,30.41037385826646,410.75011831248077,7799.764209980914,2205,12,low,0
33.79758266347266,93.84861134608744,263.9948754654684,3940.2259291866094,1430,16,low,0
80.91663446302461,26.456032205544908,340.28119635647806,8619.119455184102,1106,11,high,1
96.19182616306513,77.24123258034481,94.20951571308788,7901.850608764996,71,11,medium,1
87.87332168029165,94.07713222663494,247.85640491804403,7278.35079426935,356,14,medium,1
100.0,75.38055788545047,177.7891456173372,7824.737921071409,4156,17,high,1
26.881604398202846,50.74572238374802,492.8387268139987,6942.643289109302,2659,19,medium,0
86.93746080123529,90.52010307708419,215.97559204993178,1789.0562405864644,4343,11,high,0
23.84759460007507,45.944549696495415,485.00308501134003,9274.29834385271,3650,4,high,0
80.62986333370193,82.06497784027135,305.402922342715,8826.567035155214,2015,10,low,1
53.280234186739335,73.92116667629035,66.89694818802086,5077.563069794433,4696,19,medium,0
47.17518082695649,57.63228811842312,393.51339150093423,8547.641786973894,3628,4,high,1
32.27836279791294,51.28399372431877,51.84216112653227,2092.247592698884,2593,11,medium,0
75.41527614614996,30.00763113122096,117.8462959890987,3336.7683425832056,554,7,medium,0
54.30057004027678,60.41161668159288,392.2384897746202,8786.017798735395,186,9,medium,0
39.368822783025756,78.94073591217557,272.9251063399266,5959.6316366377,1352,2,high,0
100.0,38.13289999440929,171.08506369053998,8884.951287366644,4064,1,low,1
34.892270178239215,10.771011649090873,241.96425656218628,4343.642167582089,3664,8,medium,0
62.33171122253369,17.156565843279683,462.7280845353288,1426.5696619107835,4997,19,high,0
40.85685710278059,43.620653412375795,135.68671778219348,9537.527856723951,4856,16,medium,0
17.219770871948455,45.99823632375155,131.44632049948947,9502.150938827937,556,14,low,0
14.792533116041362,81.66336579394158,256.3406065471792,1007.0110389845611,4831,4,medium,0
42.18550980315998,16.715164267143656,75.977968519053,8119.057988352104,1583,19,high,1
18.462672075784383,46.77607100986387,263.74911437201644,2129.74195240165,3691,6,medium,0
9.397767571293667,52.21690139266765,371.8549299511382,5736.892099543277,4053,15,medium,0
11.461337415360134,34.97984303037242,407.24106069745403,43.870109395368274,757,13,medium,0
58.5718704368496,42.52020847446131,428.35918059399955,7118.581187428439,1673,19,low,0
15.850472707199371,15.935938987143258,304.51831608948527,1793.9276280442405,4287,4,medium,0
33.1742086813867,23.423659426684978,243.50116134905875,9217.468999770466,2378,2,high,0
